NewSimName,SimulationName,Seed,SeedInf,NumDays,VaccineFile,OutputPath,ReportFile,DiseaseRates,LocationFile,TrajectoryFile,BirthsFile,ForceOfImportationFile,InitialFoiFile,HumanImmunityDays,EmergenceFactor,MosquitoInfectiousness,MosquitoMoveProbability,MosquitoRatesFile,AttractivenessShape,AsymptomaticRatio,vaccination_strategy,vaccine_prop_inf_1,vaccine_ID,vaccine_normdev_pos_1,vaccine_normdev_neg_1
sim_0914,sim_914,1321231831,1321231831,11315,vaccine_settings_914.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_914.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_914.csv,-1,0.5,routine,0.44873046875,1,0.64111328125,0.64111328125
sim_0915,sim_915,548563987,548563987,11315,vaccine_settings_915.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_915.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_915.csv,-1,0.5,routine,0.94873046875,1,0.14111328125,0.14111328125
sim_0916,sim_916,741730948,741730948,11315,vaccine_settings_916.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_916.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_916.csv,-1,0.5,routine,0.32373046875,1,0.76611328125,0.76611328125
sim_0917,sim_917,1514398791,1514398791,11315,vaccine_settings_917.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_917.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_917.csv,-1,0.5,routine,0.82373046875,1,0.26611328125,0.26611328125
sim_0918,sim_918,1128064870,1128064870,11315,vaccine_settings_918.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_918.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_918.csv,-1,0.5,routine,0.07373046875,1,0.01611328125,0.01611328125
sim_0919,sim_919,355397026,355397026,11315,vaccine_settings_919.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_919.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_919.csv,-1,0.5,routine,0.57373046875,1,0.51611328125,0.51611328125
sim_0924,sim_924,451980507,451980507,11315,vaccine_settings_924.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_924.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_924.csv,-1,0.5,routine,0.01123046875,1,0.57861328125,0.57861328125
sim_0925,sim_925,1224648350,1224648350,11315,vaccine_settings_925.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_925.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_925.csv,-1,0.5,routine,0.51123046875,1,0.07861328125,0.07861328125
sim_0926,sim_926,838314428,838314428,11315,vaccine_settings_926.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_926.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_926.csv,-1,0.5,routine,0.26123046875,1,0.32861328125,0.32861328125
sim_0927,sim_927,65646585,65646585,11315,vaccine_settings_927.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_927.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_927.csv,-1,0.5,routine,0.76123046875,1,0.82861328125,0.82861328125
sim_0932,sim_932,669293338,669293338,11315,vaccine_settings_932.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_932.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_932.csv,-1,0.5,routine,0.43310546875,1,0.50048828125,0.50048828125
sim_0933,sim_933,1441961181,1441961181,11315,vaccine_settings_933.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_933.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_933.csv,-1,0.5,routine,0.93310546875,1,0.00048828125,0.00048828125
sim_0934,sim_934,1055627259,1055627259,11315,vaccine_settings_934.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_934.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_934.csv,-1,0.5,routine,0.18310546875,1,0.25048828125,0.25048828125
sim_0935,sim_935,282959416,282959416,11315,vaccine_settings_935.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_935.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_935.csv,-1,0.5,routine,0.68310546875,1,0.75048828125,0.75048828125
sim_0936,sim_936,379542896,379542896,11315,vaccine_settings_936.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_936.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_936.csv,-1,0.5,routine,0.37060546875,1,0.43798828125,0.43798828125
sim_0937,sim_937,1152210740,1152210740,11315,vaccine_settings_937.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_937.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_937.csv,-1,0.5,routine,0.87060546875,1,0.93798828125,0.93798828125
sim_0938,sim_938,1538544662,1538544662,11315,vaccine_settings_938.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_938.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_938.csv,-1,0.5,routine,0.12060546875,1,0.68798828125,0.68798828125
sim_0939,sim_939,765876818,765876818,11315,vaccine_settings_939.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_939.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_939.csv,-1,0.5,routine,0.62060546875,1,0.18798828125,0.18798828125
sim_0940,sim_940,572709857,572709857,11315,vaccine_settings_940.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_940.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_940.csv,-1,0.5,routine,0.24560546875,1,0.81298828125,0.81298828125
sim_0941,sim_941,1345377701,1345377701,11315,vaccine_settings_941.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_941.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_941.csv,-1,0.5,routine,0.74560546875,1,0.31298828125,0.31298828125
sim_0942,sim_942,959043779,959043779,11315,vaccine_settings_942.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_942.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_942.csv,-1,0.5,routine,0.49560546875,1,0.06298828125,0.06298828125
sim_0943,sim_943,186375935,186375935,11315,vaccine_settings_943.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_943.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_943.csv,-1,0.5,routine,0.99560546875,1,0.56298828125,0.56298828125
sim_0944,sim_944,138084195,138084195,11315,vaccine_settings_944.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_944.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_944.csv,-1,0.5,routine,0.46435546875,1,0.96923828125,0.96923828125
sim_0945,sim_945,910752039,910752039,11315,vaccine_settings_945.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_945.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_945.csv,-1,0.5,routine,0.96435546875,1,0.46923828125,0.46923828125
sim_0946,sim_946,1297085960,1297085960,11315,vaccine_settings_946.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_946.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_946.csv,-1,0.5,routine,0.21435546875,1,0.21923828125,0.21923828125
sim_0947,sim_947,524418117,524418117,11315,vaccine_settings_947.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_947.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_947.csv,-1,0.5,routine,0.71435546875,1,0.71923828125,0.71923828125
sim_0952,sim_952,234667676,234667676,11315,vaccine_settings_952.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_952.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_952.csv,-1,0.5,routine,0.15185546875,1,0.65673828125,0.65673828125
sim_0953,sim_953,1007335519,1007335519,11315,vaccine_settings_953.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_953.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_953.csv,-1,0.5,routine,0.65185546875,1,0.15673828125,0.15673828125
sim_0954,sim_954,1393669441,1393669441,11315,vaccine_settings_954.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_954.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_954.csv,-1,0.5,routine,0.40185546875,1,0.40673828125,0.40673828125
sim_0955,sim_955,621001597,621001597,11315,vaccine_settings_955.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_955.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_955.csv,-1,0.5,routine,0.90185546875,1,0.90673828125,0.90673828125
sim_0960,sim_960,29427780,29427780,11315,vaccine_settings_960.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_960.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_960.csv,-1,0.5,routine,0.17529296875,1,0.80517578125,0.80517578125
sim_0961,sim_961,802095623,802095623,11315,vaccine_settings_961.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_961.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_961.csv,-1,0.5,routine,0.67529296875,1,0.30517578125,0.30517578125
sim_0962,sim_962,1188429545,1188429545,11315,vaccine_settings_962.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_962.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_962.csv,-1,0.5,routine,0.42529296875,1,0.05517578125,0.05517578125
sim_0963,sim_963,415761701,415761701,11315,vaccine_settings_963.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_963.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_963.csv,-1,0.5,routine,0.92529296875,1,0.55517578125,0.55517578125
sim_0964,sim_964,608928662,608928662,11315,vaccine_settings_964.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_964.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_964.csv,-1,0.5,routine,0.30029296875,1,0.43017578125,0.43017578125
sim_0965,sim_965,1381596506,1381596506,11315,vaccine_settings_965.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_965.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_965.csv,-1,0.5,routine,0.80029296875,1,0.93017578125,0.93017578125
sim_0966,sim_966,995262584,995262584,11315,vaccine_settings_966.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_966.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_966.csv,-1,0.5,routine,0.05029296875,1,0.68017578125,0.68017578125
sim_0967,sim_967,222594741,222594741,11315,vaccine_settings_967.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_967.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_967.csv,-1,0.5,routine,0.55029296875,1,0.18017578125,0.18017578125
sim_0976,sim_976,174303000,174303000,11315,vaccine_settings_976.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_976.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_976.csv,-1,0.5,routine,0.33154296875,1,0.08642578125,0.08642578125
sim_0977,sim_977,946970844,946970844,11315,vaccine_settings_977.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_977.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_977.csv,-1,0.5,routine,0.83154296875,1,0.58642578125,0.58642578125
sim_0978,sim_978,1333304766,1333304766,11315,vaccine_settings_978.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_978.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_978.csv,-1,0.5,routine,0.08154296875,1,0.83642578125,0.83642578125
sim_0979,sim_979,560636922,560636922,11315,vaccine_settings_979.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_979.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_979.csv,-1,0.5,routine,0.58154296875,1,0.33642578125,0.33642578125
sim_0988,sim_988,464053442,464053442,11315,vaccine_settings_988.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_988.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_988.csv,-1,0.5,routine,0.39404296875,1,0.89892578125,0.89892578125
sim_0989,sim_989,1236721285,1236721285,11315,vaccine_settings_989.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_989.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_989.csv,-1,0.5,routine,0.89404296875,1,0.39892578125,0.39892578125
sim_0990,sim_990,850387363,850387363,11315,vaccine_settings_990.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_990.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_990.csv,-1,0.5,routine,0.14404296875,1,0.14892578125,0.14892578125
sim_0991,sim_991,77719520,77719520,11315,vaccine_settings_991.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_991.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_991.csv,-1,0.5,routine,0.64404296875,1,0.64892578125,0.64892578125
sim_0992,sim_992,53573650,53573650,11315,vaccine_settings_992.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_992.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_992.csv,-1,0.5,routine,0.40966796875,1,0.32080078125,0.32080078125
sim_0993,sim_993,826241493,826241493,11315,vaccine_settings_993.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_993.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_993.csv,-1,0.5,routine,0.90966796875,1,0.82080078125,0.82080078125
sim_0994,sim_994,1212575415,1212575415,11315,vaccine_settings_994.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_994.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_994.csv,-1,0.5,routine,0.15966796875,1,0.57080078125,0.57080078125
sim_0995,sim_995,439907572,439907572,11315,vaccine_settings_995.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_995.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_995.csv,-1,0.5,routine,0.65966796875,1,0.07080078125,0.07080078125
sim_1012,sim_1012,487444753,487444753,11315,vaccine_settings_1012.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1012.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1012.csv,-1,0.5,none,0.4384765625,1,0.6748046875,0.6748046875
sim_1013,sim_1013,1260112597,1260112597,11315,vaccine_settings_1013.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1013.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1013.csv,-1,0.5,none,0.9384765625,1,0.1748046875,0.1748046875
sim_1014,sim_1014,873778675,873778675,11315,vaccine_settings_1014.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1014.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1014.csv,-1,0.5,none,0.1884765625,1,0.4248046875,0.4248046875
sim_1015,sim_1015,101110832,101110832,11315,vaccine_settings_1015.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1015.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1015.csv,-1,0.5,none,0.6884765625,1,0.9248046875,0.9248046875
sim_1048,sim_1048,125256702,125256702,11315,vaccine_settings_1048.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1048.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1048.csv,-1,0.5,none,0.4853515625,1,0.0966796875,0.0966796875
sim_1049,sim_1049,897924545,897924545,11315,vaccine_settings_1049.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1049.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1049.csv,-1,0.5,none,0.9853515625,1,0.5966796875,0.5966796875
sim_1050,sim_1050,1284258467,1284258467,11315,vaccine_settings_1050.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1050.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1050.csv,-1,0.5,none,0.2353515625,1,0.8466796875,0.8466796875
sim_1051,sim_1051,511590623,511590623,11315,vaccine_settings_1051.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1051.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1051.csv,-1,0.5,none,0.7353515625,1,0.3466796875,0.3466796875
sim_1064,sim_1064,40746156,40746156,11315,vaccine_settings_1064.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1064.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1064.csv,-1,0.5,none,0.1494140625,1,0.1826171875,0.1826171875
sim_1065,sim_1065,813414000,813414000,11315,vaccine_settings_1065.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1065.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1065.csv,-1,0.5,none,0.6494140625,1,0.6826171875,0.6826171875
sim_1066,sim_1066,1199747922,1199747922,11315,vaccine_settings_1066.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1066.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1066.csv,-1,0.5,none,0.3994140625,1,0.9326171875,0.9326171875
sim_1067,sim_1067,427080078,427080078,11315,vaccine_settings_1067.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1067.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1067.csv,-1,0.5,none,0.8994140625,1,0.4326171875,0.4326171875
sim_1092,sim_1092,475371818,475371818,11315,vaccine_settings_1092.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1092.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1092.csv,-1,0.5,none,0.4306640625,1,0.0263671875,0.0263671875
sim_1093,sim_1093,1248039662,1248039662,11315,vaccine_settings_1093.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1093.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1093.csv,-1,0.5,none,0.9306640625,1,0.5263671875,0.5263671875
sim_1094,sim_1094,861705740,861705740,11315,vaccine_settings_1094.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1094.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1094.csv,-1,0.5,none,0.1806640625,1,0.7763671875,0.7763671875
sim_1095,sim_1095,89037897,89037897,11315,vaccine_settings_1095.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1095.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1095.csv,-1,0.5,none,0.6806640625,1,0.2763671875,0.2763671875
sim_1096,sim_1096,64892026,64892026,11315,vaccine_settings_1096.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1096.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1096.csv,-1,0.5,none,0.3837890625,1,0.6982421875,0.6982421875
sim_1097,sim_1097,837559870,837559870,11315,vaccine_settings_1097.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1097.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1097.csv,-1,0.5,none,0.8837890625,1,0.1982421875,0.1982421875
sim_1098,sim_1098,1223893792,1223893792,11315,vaccine_settings_1098.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1098.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1098.csv,-1,0.5,none,0.1337890625,1,0.4482421875,0.4482421875
sim_1099,sim_1099,451225948,451225948,11315,vaccine_settings_1099.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1099.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1099.csv,-1,0.5,none,0.6337890625,1,0.9482421875,0.9482421875
sim_1108,sim_1108,547809429,547809429,11315,vaccine_settings_1108.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1108.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1108.csv,-1,0.5,none,0.3212890625,1,0.2607421875,0.2607421875
sim_1109,sim_1109,1320477272,1320477272,11315,vaccine_settings_1109.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1109.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1109.csv,-1,0.5,none,0.8212890625,1,0.7607421875,0.7607421875
sim_1110,sim_1110,934143350,934143350,11315,vaccine_settings_1110.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1110.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1110.csv,-1,0.5,none,0.0712890625,1,0.5107421875,0.5107421875
sim_1111,sim_1111,161475507,161475507,11315,vaccine_settings_1111.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1111.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1111.csv,-1,0.5,none,0.5712890625,1,0.0107421875,0.0107421875
sim_1116,sim_1116,692684649,692684649,11315,vaccine_settings_1116.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1116.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1116.csv,-1,0.5,none,0.4775390625,1,0.7919921875,0.7919921875
sim_1117,sim_1117,1465352493,1465352493,11315,vaccine_settings_1117.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1117.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1117.csv,-1,0.5,none,0.9775390625,1,0.2919921875,0.2919921875
sim_1118,sim_1118,1079018571,1079018571,11315,vaccine_settings_1118.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1118.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1118.csv,-1,0.5,none,0.2275390625,1,0.0419921875,0.0419921875
sim_1119,sim_1119,306350728,306350728,11315,vaccine_settings_1119.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1119.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1119.csv,-1,0.5,none,0.7275390625,1,0.5419921875,0.5419921875
sim_1132,sim_1132,602137636,602137636,11315,vaccine_settings_1132.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1132.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1132.csv,-1,0.5,none,0.4580078125,1,0.2099609375,0.2099609375
sim_1133,sim_1133,1374805480,1374805480,11315,vaccine_settings_1133.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1133.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1133.csv,-1,0.5,none,0.9580078125,1,0.7099609375,0.7099609375
sim_1134,sim_1134,988471558,988471558,11315,vaccine_settings_1134.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1134.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1134.csv,-1,0.5,none,0.2080078125,1,0.9599609375,0.9599609375
sim_1135,sim_1135,215803715,215803715,11315,vaccine_settings_1135.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1135.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1135.csv,-1,0.5,none,0.7080078125,1,0.4599609375,0.4599609375
sim_1136,sim_1136,312387195,312387195,11315,vaccine_settings_1136.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_1136.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_1136.csv,-1,0.5,none,0.2705078125,1,0.7724609375,0.7724609375
